No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
2396,120295,Dunham’s Sports #162,https://www.henryusa.com/dealer-location/dunhams-sports-162/,"2500 N. Bridge AvenueAlbert Lea, MN 56007",Minnesota,Empty field,507-369-1444,Empty field,https://www.dunhamssports.com/,507-369-1445,Empty field,Empty field,
2397,120364,Dunham’s Sports #169,https://www.henryusa.com/dealer-location/dunhams-sports-169/,"2001 West Lincoln Ave., Suite 3Fergus Falls, MN 56537",Minnesota,Empty field,218-739-5708,Empty field,https://www.dunhamssports.com/,218-739-5745,Empty field,Empty field,
2398,120352,Dunham’s Sports #172,https://www.henryusa.com/dealer-location/dunhams-sports-172/,"3015 Highway 29 South - Suite 4151Alexandria, MN 56308",Minnesota,Empty field,320-763-5005,Empty field,https://www.dunhamssports.com/,320-421-0709,Empty field,Empty field,
2399,120363,Dunham’s Sports #188,https://www.henryusa.com/dealer-location/dunhams-sports-188/,"14136 Baxter Drive, Unit 5Baxter, MN 56425",Minnesota,Empty field,218-829-2367,Empty field,https://www.dunhamssports.com/,218-297-0016,Empty field,Empty field,
2400,120305,Dunham’s Sports #272,https://www.henryusa.com/dealer-location/dunhams-sports-272/,"1401 Paul Bunyan Dr. NW (Unit 2A / Box 12B)Bemidji, MN 56601",Minnesota,Empty field,218-755-5111,Empty field,https://www.dunhamssports.com/,218-755-5163,Empty field,Empty field,
2401,120344,Dunham’s Sports #35,https://www.henryusa.com/dealer-location/dunhams-sports-35/,"1444 S. 12th AvenueVirginia, MN 55792",Minnesota,Empty field,218-749-3810,Empty field,https://www.dunhamssports.com/,218-749-3811,Empty field,Empty field,
2402,94557,Firing Line Indoor Range & Sporting Gear,https://www.henryusa.com/dealer-location/firing-line-indoor-range-sporting-gear/,"3409 Mayhew Lake RdSauk Rapids, MN 56379",Minnesota,Empty field,320-281-5315,firinglinegunrange@gmail.com,http://www.firinglinegunrange.com,Empty field,Empty field,Empty field,
2403,94526,Fischer’s Outback,https://www.henryusa.com/dealer-location/fischers-outback/,"22557 730th AveGraceville, MN 56240",Minnesota,William Fischer,320-748-7482,fischersoutback@hotmail.com,https://fischersoutback.com/,320-748-7498,Empty field,Empty field,
2404,94505,Fisherman’s Corner,https://www.henryusa.com/dealer-location/fishermans-corner/,"5675 Miller Trunk HwyDuluth, MN 55811",Minnesota,Empty field,218-729-5369,fishermanscornerinfo@gmail.com,Empty field,218-729-9406,Empty field,Empty field,
2405,98506,Fleet Farm – Alexandria,https://www.henryusa.com/dealer-location/fleet-farm-4/,"310-50th Avenue WestAlexandria, MN 56308",Minnesota,Empty field,320-763-4277,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2406,98524,Fleet Farm – Baxter,https://www.henryusa.com/dealer-location/fleet-farm-22/,"14114 Dellwood DriveBaxter, MN 56425",Minnesota,Empty field,218-829-1565,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2407,98518,Fleet Farm – Blaine,https://www.henryusa.com/dealer-location/fleet-farm-16/,"10250 Lexington Avenue NE`Blaine, MN 55014",Minnesota,Empty field,763-785-4647,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2408,94559,Fleet Farm – Brainerd,https://www.henryusa.com/dealer-location/mills-fleet-farm-2/,"PO Box 971Brainerd, MN 56401",Minnesota,Empty field,218-829-3521,Empty field,Empty field,Empty field,Empty field,Empty field,
2409,98528,Fleet Farm – Brooklyn Park,https://www.henryusa.com/dealer-location/fleet-farm-26/,"8400 Lakeland Avenue NorthBrooklyn Park, MN 55445",Minnesota,Empty field,763-424-9668,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2410,98530,Fleet Farm – Cambridge,https://www.henryusa.com/dealer-location/fleet-farm-28/,"2324 3rd Avenue NECambridge, MN 55008",Minnesota,Empty field,763-691-1409,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2411,98522,Fleet Farm – Carver,https://www.henryusa.com/dealer-location/fleet-farm-20/,"1935 Levi Griffin RoadCarver, MN 55315",Minnesota,Empty field,952-361-0986,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2412,98504,Fleet Farm – Fergus Falls,https://www.henryusa.com/dealer-location/fleet-farm-2/,"2002 West Lincoln AvenueFergus Falls, MN 56537",Minnesota,Empty field,218-736-0171,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2413,98535,Fleet Farm – Hermantown,https://www.henryusa.com/dealer-location/fleet-farm-33/,"4165 Loberg AvenueHermantown, MN 55811",Minnesota,Empty field,218-722-4501,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2414,98532,Fleet Farm – Lakeville,https://www.henryusa.com/dealer-location/fleet-farm-30/,"17070 Kenrick AvenueLakeville, MN 55044",Minnesota,Empty field,952-435-3832,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2415,98534,Fleet Farm – Mankato,https://www.henryusa.com/dealer-location/fleet-farm-32/,"1850 Premier DriveMankato, MN 56001",Minnesota,Empty field,507-345-6401,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2416,98537,Fleet Farm – Monticello,https://www.henryusa.com/dealer-location/fleet-farm-35/,"320 Chelsea RoadMonticello, MN 55362",Minnesota,Empty field,763-272-1610,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2417,98521,Fleet Farm – Oakdale,https://www.henryusa.com/dealer-location/fleet-farm-19/,"5635 Hadley Avenue NorthOakdale, MN 55128",Minnesota,Empty field,651-779-7725,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2418,98533,Fleet Farm – Owatonna,https://www.henryusa.com/dealer-location/fleet-farm-31/,"2121 West Bridge StreetOwatonna, MN 55060",Minnesota,Empty field,507-455-1088,Empty field,Empty field,Empty field,Empty field,Empty field,
2419,98520,Fleet Farm – Rochester,https://www.henryusa.com/dealer-location/fleet-farm-18/,"4891 Maine Avenue SERochester, MN 55904",Minnesota,Empty field,507-281-1130,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2420,98516,Fleet Farm – Waite Park,https://www.henryusa.com/dealer-location/fleet-farm-14/,"2630 Division StreetWaite Park, MN 56387",Minnesota,Empty field,320-253-8889,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2421,98517,Fleet Farm – Winona,https://www.henryusa.com/dealer-location/fleet-farm-15/,"920 E Highway 61Winona, MN 55987",Minnesota,Empty field,507-454-5124,Empty field,http://www.fleetfarm.com,Empty field,Empty field,Empty field,
2422,94563,Four Seasons Sports – Red Wing,https://www.henryusa.com/dealer-location/four-seasons-sports/,"2301 Old West Main StRed Wing, MN 55066",Minnesota,Empty field,651-388-4334,fssports1@yahoo.com,Empty field,Empty field,Empty field,Empty field,
2423,94495,Frontiersman Sports,https://www.henryusa.com/dealer-location/frontiersman-sports/,"6925 Wayzata BlvdMinneapolis, MN 55426",Minnesota,Empty field,952-544-3775,mrvnpltt@comcast.net,Empty field,Empty field,Empty field,Empty field,
2424,94516,Froyum Sports,https://www.henryusa.com/dealer-location/froyum-sports/,"46700 135th AvenueZumbrota, MN 55992",Minnesota,Empty field,507-824-2372,froyumenterprisesllc@gmail.com,Empty field,Empty field,Empty field,Empty field,
2425,94544,Gene’s Sport Shop,https://www.henryusa.com/dealer-location/genes-sport-shop/,"150 East Main StreetPerham, MN 56573",Minnesota,Empty field,218-346-3355,Empty field,Empty field,Empty field,Empty field,Empty field,
2426,94499,Glen’s Army Navy,https://www.henryusa.com/dealer-location/glens-army-navy/,"701 North West 4th StreetGrand Rapids, MN 55744",Minnesota,Empty field,218-326-1201,rusty@glensoutdoors.com,Empty field,Empty field,Empty field,Empty field,
2427,106709,Hair Trigger Gun Shop,https://www.henryusa.com/dealer-location/hair-trigger-gun-shop/,"12644 Fremont Ave.Zimmerman, MN 55398",Minnesota,Rick,763-856-2222,sales@hairtriggergunshop.com,http://www.hairtriggergunshop.com,Empty field,Empty field,Empty field,
2428,94552,Hardware Hank – Newfolden,https://www.henryusa.com/dealer-location/hardware-hank/,"123 E Minnesota AvenueNewfolden, MN 56738",Minnesota,Empty field,218-874-7485,hardware@stellarnet.com,Empty field,Empty field,Empty field,Empty field,
2429,120735,"Harri, Charles Andrew",https://www.henryusa.com/dealer-location/harri-charles-andrew/,"825 CONAN STELY, MN 55731",Minnesota,CHARLES HARRI,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
2430,106802,Janet Lake Gun Shop,https://www.henryusa.com/dealer-location/janet-lake-gun-shop/,"3396 Bunker Rd.Hibbing, MN 55746",Minnesota,Don Schnortz,218-969-3954,Dnr1012@q.com,Empty field,Empty field,Empty field,Empty field,
2431,94538,JJ’s Guns,https://www.henryusa.com/dealer-location/jjs-guns/,"20576 County RdCrosby, MN 56441",Minnesota,Empty field,218-546-8107,Empty field,http://www.jjsguns.com,Empty field,Empty field,Empty field,
2432,113206,"Jk Outdoors, Llc",https://www.henryusa.com/dealer-location/jk-outdoors-llc/,"1801 West Lincoln AvenueFergus Falls, MN 56537",Minnesota,Brent Klinnert or Nick Johnson,218-739-5299,Empty field,https://www.jk-outdoors.com/,218-739-9135,Empty field,Empty field,
2433,94485,Joe’s Sporting Goods,https://www.henryusa.com/dealer-location/joes-sporting-goods/,"33 East County Road BSt. Paul, MN 55117",Minnesota,Jay Groth,651-209-7800,jayg@joessportinggoods.com,http://www.joessportinggoods.com,Empty field,Empty field,Empty field,
2434,94522,Kjerdaard Sports,https://www.henryusa.com/dealer-location/kjerdaard-sports/,"1951 200th AvenueLake Benton, MN 56149",Minnesota,Empty field,507-368-4696,kjergaardguns@itctel.com,Empty field,507-368-4690,Empty field,Empty field,
2435,94498,L&m Supply Inc.,https://www.henryusa.com/dealer-location/lm-supply-inc/,"1400 South Pokegama AveGrand Rapids, MN 55744",Minnesota,Empty field,218-326-2926,guns@landmsupply.com,http://www.landmsupply.com,218-326-1110,Empty field,Empty field,
2436,94541,Lake’s Sport Shop,https://www.henryusa.com/dealer-location/lakes-sport-shop/,"930 Washington AvenueDetroit Lakes, MN 56501",Minnesota,Empty field,218-847-2645,Empty field,Empty field,Empty field,Empty field,Empty field,
2437,94488,Little Crow Shooting Sports,https://www.henryusa.com/dealer-location/little-crow-shooting-sports/,"18482 202 Circle StreetHutchinson, MN 55350",Minnesota,Empty field,320-587-9829,LITTLECR@HUTCHTEL.COM,Empty field,320-587-7008,Empty field,Empty field,
2438,94513,Long Haul Firearms,https://www.henryusa.com/dealer-location/long-haul-firearms/,"26289 530th StreetPlainview, MN 55964",Minnesota,Empty field,507-534-3178,pzabelduden@gmail.com,Empty field,Empty field,Empty field,Empty field,
2439,94515,Mainstream Firearms & Marine,https://www.henryusa.com/dealer-location/mainstream-firearms-marine/,"154 Lafayette StreetWinona, MN 55987",Minnesota,Empty field,507-454-2274,mainstreamfirearmsandmarine@gmail.com,Empty field,Empty field,Empty field,Empty field,
2440,109172,MarksMan Trading Post Inc.,https://www.henryusa.com/dealer-location/marksman-trading-post-inc/,"227 1/2 Highway 33 N.Cloquet, MN 55720",Minnesota,Kaylyn,218-879-0077,Kaylyn.marksman@gmail.com,Empty field,Empty field,Empty field,Empty field,
2441,94528,Mel’s Sport Shop,https://www.henryusa.com/dealer-location/mels-sport-shop/,"102 Ruth StreetSpicer, MN 56288",Minnesota,Shawn Kuperus,320-796-2000,Empty field,Empty field,320-235-0114,Empty field,Empty field,
2442,94493,Metro Pawn And Gun,https://www.henryusa.com/dealer-location/metro-pawn-and-gun/,"7529 Lyndale Avenue SouthRichfield, MN 55423",Minnesota,Empty field,612-861-2727,metropawnandgun@msn.com,Empty field,Empty field,Empty field,Empty field,
2443,94525,Mike’s Guns,https://www.henryusa.com/dealer-location/mikes-guns/,"116 14th St S.Benson, MN 56215",Minnesota,Empty field,320-843-2921,Empty field,Empty field,Empty field,Empty field,Empty field,
2444,94464,Mikkels Guns,https://www.henryusa.com/dealer-location/mikkels-guns/,"1801 S Shore DrAlbert Lea, MN 56007",Minnesota,Empty field,507-373-0966,info@mikkelsgunshop.com,Empty field,507-383-0438,Empty field,Empty field,
2445,94512,Millville Rod & Gun,https://www.henryusa.com/dealer-location/millville-rod-gun/,"260 Division StreetMillville, MN 55957",Minnesota,Empty field,507-798-2375,Empty field,Empty field,Empty field,Empty field,Empty field,
2446,113193,Mt Lake Gun Shop,https://www.henryusa.com/dealer-location/mt-lake-gun-shop/,"1133 3rd AveMountain Lake, MN 56159",Minnesota,Mark Pankratz or Dean Sawatzky,507-636-0011,mtlakegunshop@gmail.com,Empty field,Empty field,Empty field,Empty field,
2447,94503,Neigel Firearms,https://www.henryusa.com/dealer-location/neigel-firearms/,"21486 County HWY 10Fergus Falls, MN 56537",Minnesota,Empty field,218-736-2133,neigelguns@gmail.com,Empty field,Empty field,Empty field,Empty field,
2448,94535,Northern Pawn Shop,https://www.henryusa.com/dealer-location/northern-pawn-shop/,"60622 State HWY 23Finlayson, MN 55735",Minnesota,Empty field,320-245-0595,Empty field,Empty field,Empty field,Empty field,Empty field,
2449,94487,Northern Shooter Supply,https://www.henryusa.com/dealer-location/northern-shooter-supply/,"3669 Koivula RdHibbing, MN 55746",Minnesota,Empty field,218-263-7307,Empty field,Empty field,Empty field,Empty field,Empty field,
2450,94532,"Osakis General Store and Guns Galore, Llc",https://www.henryusa.com/dealer-location/gillis-drug-and-the-general-store/,"204 Central AvenueOsakis, MN 56360",Minnesota,Gregg or Judi Anderson,320-304-7046,GunsGalore@arvig.net,http://www.OsakisGeneralStore.com,320-859-2062,Empty field,Empty field,
2451,94479,Outdoors Again,https://www.henryusa.com/dealer-location/outdoors-again/,"PO Box 328Baudette, MN 56623",Minnesota,Empty field,218-634-3344,outdoorsagain@wiktel.com,Empty field,Empty field,Empty field,Empty field,
2452,94548,Outdoorsman’s Headquarters,https://www.henryusa.com/dealer-location/outdoorsmans-headquarters/,"1130 3rd AveInternational Falls, MN 56649",Minnesota,Empty field,218-283-9337,outdoorsmanhq@charterinternet.com,Empty field,Empty field,Empty field,Empty field,
2453,94523,Pawn It,https://www.henryusa.com/dealer-location/pawn-it/,"1730 Oxford StWorthington, MN 56187",Minnesota,Empty field,507-376-6633,guns@pawnitinc.com,Empty field,Empty field,Empty field,Empty field,
2454,119935,Pi Outdoors Unlimited,https://www.henryusa.com/dealer-location/pi-outdoors-unlimited/,"86 South Main StPine Island, MN 55963",Minnesota,Matt Brannan,507-356-8324,matt@pineislandlumber.com,https://pineislandlumber.com/,Empty field,Empty field,Empty field,
2455,94565,Pioneer Industries,https://www.henryusa.com/dealer-location/pioneer-industries/,"16533 Pioneer Park RdBrandon, MN 56315",Minnesota,Empty field,320-524-2341,Empty field,Empty field,Empty field,Empty field,Empty field,
2456,94531,Prince Gun Shop,https://www.henryusa.com/dealer-location/prince-gun-shop/,"19184 US Highway 169Milaca, MN 56353",Minnesota,Empty field,320-983-3006,princegunshop@frontiernet.net,Empty field,320-983-5168,Empty field,Empty field,
2457,94504,Puglisi Gun Emporium,https://www.henryusa.com/dealer-location/puglisi-gun-emporium/,"1336 Commonwealth AvenueDuluth, MN 55808",Minnesota,Empty field,218-626-3618,jason@pugsguns.com,http://www.pugsguns.com,Empty field,Empty field,Empty field,
2458,94484,Puma Sports,https://www.henryusa.com/dealer-location/puma-sports/,"1829 6th StWhite Bear Lake, MN 55110",Minnesota,Empty field,651-426-2304,pumasportsinc@aol.com,Empty field,Empty field,Empty field,Empty field,
2459,94519,R&r Trapper Supply,https://www.henryusa.com/dealer-location/rr-trapper-supply/,"1405 N BroadwayNew Ulm, MN 56073",Minnesota,Empty field,507-354-5318,Empty field,Empty field,Empty field,Empty field,Empty field,
2460,105571,Reed’s Family Outdoor Outfitters – Onamia,https://www.henryusa.com/dealer-location/reeds-sporting-goods-2/,"38556 US Hwy 169Onamia, MN 56359",Minnesota,Todd,320-532-7333,Hunting@ReedsSports.com,http://www.reedssports.com,218-547-1505,Empty field,Empty field,
2461,94540,Reed’s Family Outdoor Outfitters – Walker,https://www.henryusa.com/dealer-location/reeds-sporting-goods/,"522 Minnesota AvenueWalker, MN 56484",Minnesota,Todd,800-346-0019,Hunting@ReedsSports.com,http://www.reedssports.com,218-547-1505,Empty field,Empty field,
2462,94463,River Valley Arms & Ammo,https://www.henryusa.com/dealer-location/river-valley-arms-ammo/,"221 W 2nd StMorton, MN 56270",Minnesota,Empty field,701-388-8659,heather@rivervalleyarms.com,Empty field,Empty field,Empty field,Empty field,
2463,113150,"Riverdale Arms, Llc",https://www.henryusa.com/dealer-location/riverdale-arms-llc/,"9030 40th St NWMilan, MN 56262",Minnesota,Michael Berven,320-841-0675 or 320-269-8749,Empty field,https://www.riverdalearmsllc.com/,Empty field,Empty field,Empty field,
2464,94554,Roseau Ace Hardware,https://www.henryusa.com/dealer-location/roseau-ace-hardware/,"Hwy 11West Roseau, MN 56751",Minnesota,Empty field,218-463-2175,Empty field,Empty field,Empty field,Empty field,Empty field,
2465,94471,Runnings – Marshall,https://www.henryusa.com/dealer-location/runnings-farm-fleet/,"911 Michigan RdMarshall, MN 56258",Minnesota,Empty field,507-532-9566,briano@runnings.com,https://www.runnings.com/,Empty field,Empty field,Empty field,
2466,107850,Runnings – Monticello,https://www.henryusa.com/dealer-location/runnings-monticello/,"300 7th St E.Monticello, MN 55362",Minnesota,Kevin Tomasko,612-474-1224,sports33@runnings.com,Empty field,Empty field,Empty field,Empty field,
2467,108031,Scheels – Eden Prairie,https://www.henryusa.com/dealer-location/scheels-eden-prairie/,"8301 Flying Cloud Dr.Eden Prairie, MN 55344",Minnesota,Empty field,952-826-0067,Empty field,http://www.scheels.com,Empty field,Empty field,Empty field,
2468,94517,Scheels – Mankato River Hills,https://www.henryusa.com/dealer-location/scheels-7/,"1850 Adams StreetSuite 6Mankato, MN 56001",Minnesota,Joe Moore,507-386-7767,Empty field,http://www.scheels.com,507-386-7772,Empty field,Empty field,
2469,94461,Scheels – Rochester,https://www.henryusa.com/dealer-location/scheels-5/,"1220 12th St. SWRochester, MN 55902",Minnesota,Brandon Schaefer,507-281-2444,jrvoight@scheels.com,http://www.scheels.com,Empty field,Empty field,Empty field,
2470,94536,Scheels – St. Cloud,https://www.henryusa.com/dealer-location/scheels-8/,"30 North Waite Ave.Suite 94St. Cloud, MN 56301",Minnesota,Greg Bluhm,320-252-9494,Empty field,http://www.scheels.com,Empty field,Empty field,Empty field,
2471,94547,Shamrock Shooting Preserve & Gun Shop,https://www.henryusa.com/dealer-location/shamrock-shooting-preserve-gun-shop/,"59563 300 St.Litchfield, MN 55355",Minnesota,Empty field,320-699-0490,shamrock@hutchtel.net,Empty field,Empty field,Empty field,Empty field,
2472,94553,Smokey Hills Outdoor Store,https://www.henryusa.com/dealer-location/smokey-hills-outdoor-store/,"19143 HWY 71 NPark Rapids, MN 56470",Minnesota,Empty field,218-237-5099,jared@smokeyhills.com,Empty field,Empty field,Empty field,Empty field,
2473,94518,Sportsman’s Specialties,https://www.henryusa.com/dealer-location/sportsmans-specialties/,"52944 Deerwood TrailNorth Mankato, MN 56003",Minnesota,Empty field,507-947-3956,Empty field,Empty field,Empty field,Empty field,Empty field,
2474,98394,Sportsman’s Warehouse – Coon Rapids,https://www.henryusa.com/dealer-location/sportsmans-warehouse-58/,"3420 124th Ave NWCoon Rapids, MN 55433",Minnesota,Zack Heuring,651-502-7700,193-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/mn/coon-rapids/3420-124th-ave-nw,651-502-7701,Empty field,Empty field,
2475,94560,Stahlis Inc,https://www.henryusa.com/dealer-location/stahlis-inc/,"105 N 3Rd AveVirginia, MN 55792",Minnesota,Empty field,218-741-0331,Empty field,Empty field,Empty field,Empty field,Empty field,
2476,94539,Staples Ace Hardware,https://www.henryusa.com/dealer-location/staples-ace-hardware/,"210 2nd Ave NEStaples, MN 56479",Minnesota,Empty field,218-894-1080,staplesacehardware@gmail.com,Empty field,218-894-1088,Empty field,Empty field,
2477,94555,Streiff Sporting Goods,https://www.henryusa.com/dealer-location/streiff-sporting-goods/,"34480 550th AvenuePO Box 49Warroad, MN 56763",Minnesota,Empty field,218-386-2590,nickm@streiffs.com,http://www.streiffsportinggoods.com,Empty field,Empty field,Empty field,
2478,109472,Strictly Sportsman Llc,https://www.henryusa.com/dealer-location/strictly-sportsman-llc/,"312 DeGraff Ave.Swanville, MN 56382",Minnesota,Chris Kircher,952-240-9101,strictlysportsman@gmail.com,https://www.facebook.com/strictlysportsman,Empty field,Empty field,Empty field,
2479,94459,"T & M Shooting Sports, Inc",https://www.henryusa.com/dealer-location/t-m-shooting-sports-inc/,"21845 HWY 27Little Falls, MN 56345",Minnesota,Empty field,320-632-9204,info@tmshootingsports.com,Empty field,320-632-9408,Empty field,Empty field,
2480,94501,T and B Pawn & Gun Shop Inc.,https://www.henryusa.com/dealer-location/t-and-b-pawn-gun-shop-inc/,"2530 1st AvenueHibbing, MN 55746",Minnesota,Empty field,218-263-9335,Empty field,Empty field,Empty field,Empty field,Empty field,
2481,94533,The Guns and Gear Store,https://www.henryusa.com/dealer-location/the-guns-and-gear-store-2/,"2103 Frontage Road NorthSuite #11Waite Park, MN 56387",Minnesota,Empty field,320-253-4868,info@thegunsandgearstore.com,http://www.TheGunsAndGearStore.com,Empty field,Empty field,Empty field,
2482,94481,The Hammer Drop Llc.,https://www.henryusa.com/dealer-location/the-hammer-drop-llc/,"902 N. MARSHALL AVE.LITCHFIELD, MN 55355",Minnesota,Empty field,320-535-4014,hammer.drop@hotmail.com,Empty field,320-535-4014,Empty field,Empty field,
2483,110761,The Modern Sportsman,https://www.henryusa.com/dealer-location/the-modern-sportsman/,"3541 County Road 42 WBurnsville, MN 55306",Minnesota,Alex Schrafft,952-300-8610,themodernsportsman@gmail.com,https://www.themodernsportsmanonline.com/  https://www.themodernsportsman.com/,Empty field,Empty field,Empty field,
2484,117500,The Modern Sportsman Llc,https://www.henryusa.com/dealer-location/the-modern-sportsman-llc/,"20 NW COON RAPIDS BLVDCOON RAPIDS, MN 55448",Minnesota,JOHN MCCONKEY,952-300-8610,themodernsportsman@gmail.com,https://www.themodernsportsmanonline.com/,Empty field,Empty field,Empty field,
2485,94497,The Sport Stop,https://www.henryusa.com/dealer-location/the-sport-stop/,"5278 Highway 110Aurora, MN 55705",Minnesota,Empty field,218-229-3648,Empty field,http://www.sportstopmn.com,Empty field,Empty field,Empty field,
2486,94546,True Value,https://www.henryusa.com/dealer-location/true-value/,"106 Main Avenue NorthBaudette, MN 56623",Minnesota,Empty field,218-634-2868,Empty field,Empty field,218-634-1090,Empty field,Empty field,
2487,110683,Twin Cities Ammo,https://www.henryusa.com/dealer-location/twin-cities-ammo/,"15705 35th Avenue North, BPlymouth, MN 55447",Minnesota,Timothy Unterseher,763-657-0944,twincitiesammo@gmail.com,http://www.twincitiesammo.com,Empty field,Empty field,Empty field,
2488,94545,Twin River Sports,https://www.henryusa.com/dealer-location/twin-river-sports/,"1982 Twin River Dr NWBaudette, MN 56623",Minnesota,Empty field,218-634-2394,Empty field,Empty field,Empty field,Empty field,Empty field,
2489,94558,"Viking Pawn, Inc",https://www.henryusa.com/dealer-location/viking-pawn-inc/,"403 Broadway StAlexandria, MN 56308",Minnesota,Empty field,320-762-8811,dan@vikingpawn.com,Empty field,Empty field,Empty field,Empty field,
2490,94502,Virginia Surplus,https://www.henryusa.com/dealer-location/virginia-surplus/,"105 N Third Ave WestVirginia, MN 55792",Minnesota,Empty field,Empty field,doctor@doctoroutdoors.com,Empty field,Empty field,Empty field,Empty field,
2491,94534,Wenner’s Hardware,https://www.henryusa.com/dealer-location/wenners-hardware/,"65 West Main StreetBox 339Richmond, MN 56368",Minnesota,Empty field,320-597-2025,Empty field,Empty field,Empty field,Empty field,Empty field,
2492,94509,"Wiebke Fur Company, Inc",https://www.henryusa.com/dealer-location/wiebke-fur-company-inc/,"218 Portland AveEitzen, MN 55931",Minnesota,Empty field,507-495-3312,wiebke@acegroup.cc,Empty field,Empty field,Empty field,Empty field,
2493,94473,Wolf’s Den Gun Shop,https://www.henryusa.com/dealer-location/wolfs-den-gun-shop/,"5554 145th Street NorthHugo, MN 55038",Minnesota,Empty field,651-426-2906,Empty field,Empty field,651-426-8402,Empty field,Empty field,
2494,94556,Xcaliber Gunsmithing,https://www.henryusa.com/dealer-location/xcaliber-gunsmithing/,"235 East 4Th St SouthCottonwood, MN 56229",Minnesota,Empty field,507-423-6562,Empty field,Empty field,Empty field,Empty field,Empty field,
2495,117629,Younger Gunworks Llc,https://www.henryusa.com/dealer-location/younger-gunworks-llc/,"16 East Derrynane St.Le Center, MN 56057",Minnesota,Darin Younger,952-767-6620,Empty field,https://youngergunworks.com/,Empty field,Empty field,Empty field,
2496,94861,2a Armaments,https://www.henryusa.com/dealer-location/2a-armaments/,"107 West Bankhead StNew Albany, MS 38652",Mississippi,Empty field,662-539-7662,2aarmaments@att.net,http://www.2aarmaments.com,Empty field,Empty field,Empty field,
2497,109354,2nd Amendment Outdoors,https://www.henryusa.com/dealer-location/2nd-amendment-outdoors/,"2804 A HWY 72 WestCorinth, MS 38834",Mississippi,"Mark Austin, Aaron or Alex Austin",662-594-8687,2ndamendmentoutdoors@comcast.net,https://www.facebook.com/2NDAMENDMENTOUTDOORS/,662-594-8945,Empty field,Empty field,
2498,94842,Army Navy Pawn Shop,https://www.henryusa.com/dealer-location/army-navy-pawn-shop/,"426 Highway 12 WestStarkville, MS 39759",Mississippi,Empty field,662-323-9513,Empty field,Empty field,662-324-7856,Empty field,Empty field,
2499,94858,Army Navy Pawn Shop Inc,https://www.henryusa.com/dealer-location/army-navy-pawn-shop-inc/,"426 HWY 12 WestStarkville, MS 39759",Mississippi,Empty field,601-323-9513,Empty field,Empty field,Empty field,Empty field,Empty field,
2500,94820,Athletic Locker,https://www.henryusa.com/dealer-location/athletic-locker/,"834 Station StreetWaynesboro, MS 39367",Mississippi,Empty field,601-735-1293,athleticlocker@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2501,94812,Bass Pro Shops – Pearl,https://www.henryusa.com/dealer-location/bass-pro-shops-outdoor-world-8/,"100 Bass Pro DrivePearl, MS 39208",Mississippi,Empty field,601-933-3700,jjflanagan@basspro.com,Empty field,Empty field,Empty field,Empty field,
2502,94860,Berry’s Trading Post,https://www.henryusa.com/dealer-location/berrys-trading-post/,"3110 Shiloh RdCorinth, MS 38834",Mississippi,Brian Ada,662-287-6755,Bada@berrystrading.com,Empty field,Empty field,Empty field,Empty field,
2503,94889,Big D’s Pawn & Gun,https://www.henryusa.com/dealer-location/big-ds-pawn-gun/,"134 Simpson Hwy 149Magee, MS 39111",Mississippi,Darrel,601-849-5579,darrelgrubbs@msn.com,https://www.facebook.com/bigdspawnandgun/,Empty field,Empty field,Empty field,
2504,94879,Blade and Bullet,https://www.henryusa.com/dealer-location/blade-and-bullet/,"1637 Birmingham Ridge RoadSaltillo, MS 38864",Mississippi,Empty field,662-869-1119,Empty field,Empty field,Empty field,Empty field,Empty field,
2505,94866,Bond’s Sport Shop,https://www.henryusa.com/dealer-location/bonds-sport-shop/,"1025 County Road 96New Albany, MS 38652",Mississippi,Empty field,662-534-5815,bondsportshop@bellsouth.net,Empty field,Empty field,Empty field,Empty field,
2506,94893,"Bryant’s Three In One Enterprise, Inc.",https://www.henryusa.com/dealer-location/bryants-three-in-one-enterprise-inc/,"189 Short Highway 61 NorthPO BOX 771Port Gibson, MS 39150",Mississippi,Empty field,601-437-2530,Empty field,Empty field,601-437-4526,Empty field,Empty field,
